Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Rock Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Starmetal Ore
appliedenergistics2:facade:0, Cable Facade - Aquamarine Shale
appliedenergistics2:facade:0, Cable Facade - Marble
appliedenergistics2:facade:0, Cable Facade - Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Marble Pillar
appliedenergistics2:facade:0, Cable Facade - Marble Arch
appliedenergistics2:facade:0, Cable Facade - Chiseled Marble
appliedenergistics2:facade:0, Cable Facade - Engraved Marble
appliedenergistics2:facade:0, Cable Facade - Runed Marble
appliedenergistics2:facade:0, Cable Facade - Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Pillar
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Arch
appliedenergistics2:facade:0, Cable Facade - Chiseled Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Engraved Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Runed Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Infused Wood
appliedenergistics2:facade:0, Cable Facade - Infused Wood Planks
appliedenergistics2:facade:0, Cable Facade - Infused Wood Column
appliedenergistics2:facade:0, Cable Facade - Infused Wood Arch
appliedenergistics2:facade:0, Cable Facade - Engraved Infused Wood
appliedenergistics2:facade:0, Cable Facade - Enriched Infused Wood
appliedenergistics2:facade:0, Cable Facade - Vibrant Infused Wood
appliedenergistics2:facade:0, Cable Facade - Neromantic Prime
appliedenergistics2:facade:0, Cable Facade - Fysallidic Prime
appliedenergistics2:facade:0, Cable Facade - White Alabaster
appliedenergistics2:facade:0, Cable Facade - Orange Alabaster
appliedenergistics2:facade:0, Cable Facade - Magenta Alabaster
appliedenergistics2:facade:0, Cable Facade - Light Blue Alabaster
appliedenergistics2:facade:0, Cable Facade - Yellow Alabaster
appliedenergistics2:facade:0, Cable Facade - Lime Alabaster
appliedenergistics2:facade:0, Cable Facade - Pink Alabaster
appliedenergistics2:facade:0, Cable Facade - Gray Alabaster
appliedenergistics2:facade:0, Cable Facade - Light Gray Alabaster
appliedenergistics2:facade:0, Cable Facade - Cyan Alabaster
appliedenergistics2:facade:0, Cable Facade - Purple Alabaster
appliedenergistics2:facade:0, Cable Facade - Blue Alabaster
appliedenergistics2:facade:0, Cable Facade - Brown Alabaster
appliedenergistics2:facade:0, Cable Facade - Green Alabaster
appliedenergistics2:facade:0, Cable Facade - Red Alabaster
appliedenergistics2:facade:0, Cable Facade - Black Alabaster
appliedenergistics2:facade:0, Cable Facade - White Alabaster Paver
appliedenergistics2:facade:0, Cable Facade - Orange Alabaster Paver
appliedenergistics2:facade:0, Cable Facade - Magenta Alabaster Paver
appliedenergistics2:facade:0, Cable Facade - Light Blue Alabaster Paver
appliedenergistics2:facade:0, Cable Facade - Yellow Alabaster Paver
appliedenergistics2:facade:0, Cable Facade - Lime Alabaster Paver
appliedenergistics2:facade:0, Cable Facade - Pink Alabaster Paver
appliedenergistics2:facade:0, Cable Facade - Gray Alabaster Paver
appliedenergistics2:facade:0, Cable Facade - Light Gray Alabaster Paver
appliedenergistics2:facade:0, Cable Facade - Cyan Alabaster Paver
appliedenergistics2:facade:0, Cable Facade - Purple Alabaster Paver
appliedenergistics2:facade:0, Cable Facade - Blue Alabaster Paver
appliedenergistics2:facade:0, Cable Facade - Brown Alabaster Paver
appliedenergistics2:facade:0, Cable Facade - Green Alabaster Paver
appliedenergistics2:facade:0, Cable Facade - Red Alabaster Paver
appliedenergistics2:facade:0, Cable Facade - Black Alabaster Paver
appliedenergistics2:facade:0, Cable Facade - White Alabaster Bricks
appliedenergistics2:facade:0, Cable Facade - Orange Alabaster Bricks
appliedenergistics2:facade:0, Cable Facade - Magenta Alabaster Bricks
appliedenergistics2:facade:0, Cable Facade - Light Blue Alabaster Bricks
appliedenergistics2:facade:0, Cable Facade - Yellow Alabaster Bricks
appliedenergistics2:facade:0, Cable Facade - Lime Alabaster Bricks
appliedenergistics2:facade:0, Cable Facade - Pink Alabaster Bricks
appliedenergistics2:facade:0, Cable Facade - Gray Alabaster Bricks
appliedenergistics2:facade:0, Cable Facade - Light Gray Alabaster Bricks
appliedenergistics2:facade:0, Cable Facade - Cyan Alabaster Bricks
appliedenergistics2:facade:0, Cable Facade - Purple Alabaster Bricks
appliedenergistics2:facade:0, Cable Facade - Blue Alabaster Bricks
appliedenergistics2:facade:0, Cable Facade - Brown Alabaster Bricks
appliedenergistics2:facade:0, Cable Facade - Green Alabaster Bricks
appliedenergistics2:facade:0, Cable Facade - Red Alabaster Bricks
appliedenergistics2:facade:0, Cable Facade - Black Alabaster Bricks
appliedenergistics2:facade:0, Cable Facade - White Alabaster Tiles
appliedenergistics2:facade:0, Cable Facade - Orange Alabaster Tiles
appliedenergistics2:facade:0, Cable Facade - Magenta Alabaster Tiles
appliedenergistics2:facade:0, Cable Facade - Light Blue Alabaster Tiles
appliedenergistics2:facade:0, Cable Facade - Yellow Alabaster Tiles
appliedenergistics2:facade:0, Cable Facade - Lime Alabaster Tiles
appliedenergistics2:facade:0, Cable Facade - Pink Alabaster Tiles
appliedenergistics2:facade:0, Cable Facade - Gray Alabaster Tiles
appliedenergistics2:facade:0, Cable Facade - Light Gray Alabaster Tiles
appliedenergistics2:facade:0, Cable Facade - Cyan Alabaster Tiles
appliedenergistics2:facade:0, Cable Facade - Purple Alabaster Tiles
appliedenergistics2:facade:0, Cable Facade - Blue Alabaster Tiles
appliedenergistics2:facade:0, Cable Facade - Brown Alabaster Tiles
appliedenergistics2:facade:0, Cable Facade - Green Alabaster Tiles
appliedenergistics2:facade:0, Cable Facade - Red Alabaster Tiles
appliedenergistics2:facade:0, Cable Facade - Black Alabaster Tiles
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt Paver
appliedenergistics2:facade:0, Cable Facade - Basalt Bricks
appliedenergistics2:facade:0, Cable Facade - Basalt Tiles
appliedenergistics2:facade:0, Cable Facade - Hardened Stone
appliedenergistics2:facade:0, Cable Facade - Hardened Stone Paver
appliedenergistics2:facade:0, Cable Facade - Hardened Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Hardened Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Litherite
appliedenergistics2:facade:0, Cable Facade - Litherite Paver
appliedenergistics2:facade:0, Cable Facade - Litherite Bricks
appliedenergistics2:facade:0, Cable Facade - Litherite Tiles
appliedenergistics2:facade:0, Cable Facade - Erodium
appliedenergistics2:facade:0, Cable Facade - Erodium Paver
appliedenergistics2:facade:0, Cable Facade - Erodium Bricks
appliedenergistics2:facade:0, Cable Facade - Erodium Tiles
appliedenergistics2:facade:0, Cable Facade - Kyronite
appliedenergistics2:facade:0, Cable Facade - Kyronite Paver
appliedenergistics2:facade:0, Cable Facade - Kyronite Bricks
appliedenergistics2:facade:0, Cable Facade - Kyronite Tiles
appliedenergistics2:facade:0, Cable Facade - Pladium
appliedenergistics2:facade:0, Cable Facade - Pladium Paver
appliedenergistics2:facade:0, Cable Facade - Pladium Bricks
appliedenergistics2:facade:0, Cable Facade - Pladium Tiles
appliedenergistics2:facade:0, Cable Facade - Ionite
appliedenergistics2:facade:0, Cable Facade - Ionite Paver
appliedenergistics2:facade:0, Cable Facade - Ionite Bricks
appliedenergistics2:facade:0, Cable Facade - Ionite Tiles
appliedenergistics2:facade:0, Cable Facade - Aethium
appliedenergistics2:facade:0, Cable Facade - Aethium Paver
appliedenergistics2:facade:0, Cable Facade - Aethium Bricks
appliedenergistics2:facade:0, Cable Facade - Aethium Tiles
appliedenergistics2:facade:0, Cable Facade - Lonsdaleite
appliedenergistics2:facade:0, Cable Facade - Lonsdaleite Paver
appliedenergistics2:facade:0, Cable Facade - Lonsdaleite Bricks
appliedenergistics2:facade:0, Cable Facade - Lonsdaleite Tiles
appliedenergistics2:facade:0, Cable Facade - Mica
appliedenergistics2:facade:0, Cable Facade - Interconnect
appliedenergistics2:facade:0, Cable Facade - Ashen Wood
appliedenergistics2:facade:0, Cable Facade - Blazing Wood
appliedenergistics2:facade:0, Cable Facade - Ashen Leaves
appliedenergistics2:facade:0, Cable Facade - Blazing Leaves
appliedenergistics2:facade:0, Cable Facade - Black Kauri Wood
appliedenergistics2:facade:0, Cable Facade - Brazillian Pine Wood
appliedenergistics2:facade:0, Cable Facade - Incense Cedar Wood
appliedenergistics2:facade:0, Cable Facade - Murray Pine Wood
appliedenergistics2:facade:0, Cable Facade - Black Kauri Leaves
appliedenergistics2:facade:0, Cable Facade - Brazillian Pine Leaves
appliedenergistics2:facade:0, Cable Facade - Incense Cedar Leaves
appliedenergistics2:facade:0, Cable Facade - Murray Pine Leaves
appliedenergistics2:facade:0, Cable Facade - Crystal Groundcover
appliedenergistics2:facade:0, Cable Facade - Crystal Wood
appliedenergistics2:facade:0, Cable Facade - Dark Crystal Wood
appliedenergistics2:facade:0, Cable Facade - Crystal Leaves
appliedenergistics2:facade:0, Cable Facade - Dark Crystal Leaves
appliedenergistics2:facade:0, Cable Facade - Crystal Wood Planks
appliedenergistics2:facade:0, Cable Facade - Dark Crystal Wood Planks
appliedenergistics2:facade:0, Cable Facade - Ashen Wood Planks
appliedenergistics2:facade:0, Cable Facade - Blazing Wood Planks
appliedenergistics2:facade:0, Cable Facade - Black Kauri Wood Planks
appliedenergistics2:facade:0, Cable Facade - Brazillian Pine Wood Planks
appliedenergistics2:facade:0, Cable Facade - Incense Cedar Wood Planks
appliedenergistics2:facade:0, Cable Facade - Murray Pine Wood Planks
appliedenergistics2:facade:0, Cable Facade - Blackberry Leaves
appliedenergistics2:facade:0, Cable Facade - Blueberry Leaves
appliedenergistics2:facade:0, Cable Facade - Deciduous Leaves
appliedenergistics2:facade:0, Cable Facade - Evergreen Leaves
appliedenergistics2:facade:0, Cable Facade - Huckleberry Leaves
appliedenergistics2:facade:0, Cable Facade - Raspberry Leaves
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
appliedenergistics2:paint_ball:33, Paint Ball - Lumen Green
appliedenergistics2:paint_ball:34, Paint Ball - Lumen Red
appliedenergistics2:paint_ball:35, Paint Ball - Lumen Black
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:60, Magnet Card
appliedenergistics2:material:58, Pattern Expansion Card
appliedenergistics2:material:59, Quantum Link Card
appliedenergistics2:material:26, Redstone Card
appliedenergistics2:material:30, Acceleration Card
appliedenergistics2:material:61, Sticky Card
appliedenergistics2:material:34, §d128³§r Spatial Component
appliedenergistics2:material:37, §a16k§r ME Storage Component
appliedenergistics2:material:33, §916³§r Spatial Component
appliedenergistics2:material:35, §61k§r ME Storage Component
appliedenergistics2:material:32, §62³§r Spatial Component
appliedenergistics2:material:36, §e4k§r ME Storage Component
appliedenergistics2:material:38, §b64k§r ME Storage Component
appliedenergistics2:material:0, Certus Quartz Crystal
appliedenergistics2:material:1, Charged Certus Quartz Crystal
appliedenergistics2:material:2, Certus Quartz Dust
appliedenergistics2:material:39, ME Storage Housing
appliedenergistics2:material:46, Ender Dust
appliedenergistics2:material:24, Engineering Processor
appliedenergistics2:material:14, Inscriber Engineering Press
appliedenergistics2:material:17, Printed Engineering Circuit
appliedenergistics2:material:4, Flour
appliedenergistics2:material:56, §a16k§r ME Fluid Storage Component
appliedenergistics2:material:54, §61k§r ME Fluid Storage Component
appliedenergistics2:material:55, §e4k§r ME Fluid Storage Component
appliedenergistics2:material:57, §b64k§r ME Fluid Storage Component
appliedenergistics2:material:7, Fluix Crystal
appliedenergistics2:material:8, Fluix Dust
appliedenergistics2:material:9, Fluix Pearl
appliedenergistics2:material:43, Formation Core
appliedenergistics2:material:51, Gold Dust
appliedenergistics2:material:49, Iron Dust
appliedenergistics2:material:22, Logic Processor
appliedenergistics2:material:15, Inscriber Logic Press
appliedenergistics2:material:18, Printed Logic Circuit
appliedenergistics2:material:6, Matter Ball
appliedenergistics2:material:21, Inscriber Name Press
appliedenergistics2:material:3, Nether Quartz Dust
appliedenergistics2:material:10, Pure Certus Quartz Crystal
appliedenergistics2:material:12, Pure Fluix Crystal
appliedenergistics2:material:11, Pure Nether Quartz Crystal
appliedenergistics2:material:48, Quantum Entangled Singularity
appliedenergistics2:material:5, Silicon
appliedenergistics2:material:19, Inscriber Silicon Press
appliedenergistics2:material:20, Printed Silicon
appliedenergistics2:material:47, Singularity
appliedenergistics2:material:45, Sky Stone Dust
appliedenergistics2:material:41, Wireless Receiver
appliedenergistics2:material:42, Wireless Booster
appliedenergistics2:material:40, Wooden Gear
appliedenergistics2:part:300, ME Annihilation Plane
appliedenergistics2:part:120, Cable Anchor
appliedenergistics2:part:20, ME Covered Cable - White
appliedenergistics2:part:21, ME Covered Cable - Orange
appliedenergistics2:part:22, ME Covered Cable - Magenta
appliedenergistics2:part:23, ME Covered Cable - Light Blue
appliedenergistics2:part:24, ME Covered Cable - Yellow
appliedenergistics2:part:25, ME Covered Cable - Lime
appliedenergistics2:part:26, ME Covered Cable - Pink
appliedenergistics2:part:27, ME Covered Cable - Gray
appliedenergistics2:part:28, ME Covered Cable - Light Gray
appliedenergistics2:part:29, ME Covered Cable - Cyan
appliedenergistics2:part:30, ME Covered Cable - Purple
appliedenergistics2:part:31, ME Covered Cable - Blue
appliedenergistics2:part:32, ME Covered Cable - Brown
